sentence,correct_phonemes,incorrect_phonemes,incorrect_phonemes_list,per,has_loanword,duration_seconds,total_expected_phonemes,total_recognized_phonemes
Lass uns mal kurz auf den Highscore gucken.,22,15,"aː→ɑː, -ʁ, t→ɾ, s→ts, -n, -(, -e, -), k→ɡ, ɔː→oː, (→ɾ, d→k, -e, -), -ɡ",0.40540540540540543,False,2.6796875,37,29
übertrage,4,5,"yː→uː, -ɛ, ɾ→ɜ, -ɾ, ɑ→r",0.5555555555555556,False,0.97021484375,9,7
vorheriges Ergebnis,13,5,"ɐ→ɾ, ɐ→r, ɛː→ɛ, ɐ→ɾ, ə→iː",0.2777777777777778,False,1.6298828125,18,18
adapt Überwachung ist deaktiviert,18,11,"+ɛ, ɑ→ɾ, yː→y, -ə, ʁ→ɜ, χ→x, +k, +a, tʰ→t, ɪ→iː, ɐ→ɾ",0.4230769230769231,False,3.310546875,26,28
Valentin kam mit dem exzentrischen Verkäufer nicht klar.,35,11,"ɛ→ə, tʰ→t, -t, -t, s→ts, ɐ→ɾ, -ɔ, ɪ→aɪ, ɐ→ɜ, aː→ɑː, ɐ→ɾ",0.2391304347826087,False,4.12890625,46,43
Du hast den Rennfahrer mit einem rostigen Damenfahrrad überholt?,31,17,"ː→uː, +t, ʁ→r, aː→a, ʁ→r, ɐ→ɜ, -a, e→aɪ, ɾ→r, aː→ɑː, aː→a, ʁ→r, aː→ɑː, yː→y, ɛ→ɜ, ɾ→h, ɔ→oː",0.3617021276595745,False,4.25,47,47
"Junge, zieh dir etwas über.",14,3,"ɐ→ɾ, yː→uː, ɐ→ɜ",0.17647058823529413,False,1.91015625,17,17
"Nein, bei uns bezahlte man damals mit Schilling.",28,5,"-t, s→ts, ɑ→ɑː, a→ɑː, a→ɑː",0.15151515151515152,True,3.3203125,33,32
Sie klemmte sich den Bleistift hinters Ohr und verschwand hinter einem Bücherregal.,47,15,"-m, -ɛ, ɾ→ɜ, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, -ɐ, a→ɜ, e→aɪ, ç→uː, ɛ→ç, ɾ→ɜ, ɾ→r, e→eː, a→ɑː",0.24193548387096775,False,5.46875,62,59
"weizen,",3,4,"-a, -e, t→aɪ, s→ts",0.5714285714285714,False,0.72998046875,7,5
Sind ja nur Steuergelder!,12,8,"+j, +ɑː, ː→ɾ, ɐ→ɾ, +j, ɐ→ɜ, ɟ→ɡ, ɐ→ɜ",0.47058823529411764,False,1.6201171875,17,20
Klatsch und Tratsch - ja manchmal muss das sein.,22,8,"-t, ʀ→r, aː→a, -t, ʃ→j, ː→a, aː→a, ʊ→u",0.26666666666666666,False,3.099609375,30,28
Starte Aufnahme für dreiundvierzig Sekunden,23,14,"-a, ɾ→ɑː, -a, o→aʊ, ɑ→ɑː, ɐ→ɾ, +ɾ, ʁ→r, aj→aɪ, ʁ→ɾ, ç→k, e→eː, +ə, n̩→n",0.4,False,3.66015625,35,35
Nach fünf Jahren Studium bekam David nur eine befristete Stelle.,41,10,"aː→ɑː, +y, ɑ→ɑː, ɾ→r, i→iː, a→ɑː, iː→ɪ, ɐ→ɾ, ɾ→r, -l",0.2,False,4.6015625,50,50
erhellen,5,3,"ɛː→ɛ, ɐ→ɾ, -l",0.375,False,0.64013671875,8,7
"Ja, ich kann andere Sprachen sprechen, was soll ich sagen?",28,12,"+ɡ, ː→ɑː, ʀ→r, ʀ→ɾ, aː→ɑː, +x, χ→ə, n̩→n, ʁ→ɾ, +ə, n̩→n, aː→ɑː",0.32432432432432434,False,4.37109375,37,40
"Wir sind insgesamt dafür, dass bei den Beschäftigten die gesetzliche Säule der Rente ergänzt wird durch private Vorsorge und wo immer möglich auch betriebliche Vorsorge.",104,27,"ɐ→ɾ, -d, a→ɜ, yː→y, ʁ→ə, -t, s→ts, -ɔ, ɪ→aʊ, eː→ɛ, ɐ→ɾ, ɾ→r, ɛː→ɛ, ɐ→ɾ, -t, ʁ→ɾ, ʊ→uː, -ʁ, ɑ→ɑː, oː→ɔ, ɐ→ɾ, ɔ→oː, -u, ɐ→ɜ, øː→ø, oː→ɔ, ɐ→ɾ",0.20610687022900764,False,10.6171875,131,125
"Mal sehen, wer gewonnen hat.",17,4,"aː→a, -., -ə, ɐ→ɾ",0.19047619047619047,False,1.740234375,21,19
Vermutlich ist es eine sehr regionale Mundart.,27,9,"ɛː→ɛ, ɐ→ɾ, eː→ɛ, e→eː, ɾ→r, e→eː, +iː, a→ɑː, d→t",0.2571428571428571,False,3.650390625,35,36
"Hätte der Eismeister seinen Job rechtzeitig erledigt, wären nun keine Pfützen auf dem Eis.",50,16,"eː→ɛ, ɐ→ɾ, -d, ʒ→dʒ, s→ts, -ə, iː→aɪ, ç→k, ɛː→ɛ, ɐ→ɾ, +ɛ, ɛː→r, ɐ→ə, -p, t→y, s→ts",0.24615384615384617,True,6.19140625,65,63
Eberhard bestellt noch ein Pils.,18,7,"eː→iː, ɛ→ə, ɾ→h, l→t, -ɛ, ɪ→aɪ, s→ts",0.28,False,2.4609375,25,24
Jetzt ist er rückwärts in seine Einfahrt gefahren.,24,14,"-t, s→ts, eː→ɛ, ɐ→ɾ, ʁ→r, +y, ʁ→ɾ, t→ts, -a, e→aɪ, ɑ→ɑː, -f, ɑ→ɑː, ɾ→r",0.3783783783783784,False,3.029296875,37,35
Den Grünstreifen neben der Adenauer-Chaussee bewässern Gärtner von der Stadt.,36,24,"ʁ→ɾ, yː→uː, ʁ→ɾ, aj→aɪ, +ə, m̩→n, eː→ɛ, ɐ→ɾ, ɑː→a, e→ə, -a, o→aʊ, ɐ→ɜ, ç→ʃ, -a, o→ɔ, -s, -ə, ə→eː, ɐ→ɜ, +t, ɐ→ə, eː→ɛ, ɐ→ɾ",0.41379310344827586,False,5.5,58,56
"Wer hat schon Lust, je zwei zueinander passende Strümpfe aus dem Wäscheberg herauszusuchen?",51,17,"ɐ→ɾ, ː→j, t→eː, s→ts, -t, s→ts, -a, e→aɪ, ɐ→ɾ, -s, ɛ→ə, e→ə, m→y, p→m, ɐ→ɾ, ʁ→r, ʊ→uː",0.25,False,5.73828125,68,65
"Mode wurde erfunden, damit Leute Dinge kaufen, die sie nicht brauchen.",41,9,"oː→uː, e→ə, ʊ→uː, ɛː→ɛ, ɐ→ɾ, ɔ→aʊ, -a, o→aʊ, ʁ→ɾ",0.18,False,5.33984375,50,49
"Wie schmeckt der Sirup, den die Nachbarn aus dem Urlaub mitgebracht haben?",42,11,"eː→ɛ, ɐ→ɾ, ʁ→r, χ→x, -aː, ɐ→ɑː, ʊ→uː, -a, o→aʊ, ʁ→r, aː→ɑː",0.20754716981132076,False,4.140625,53,51
"Der Aufbau eines Iglus ist einfach, aber durchdacht.",25,14,"eː→ɛ, -ɐ, a→ɾ, o→aʊ, -a, o→aʊ, ɪ→iː, ç→ɡ, ʊ→uː, -e, ɾ→ɜ, ʊ→oː, -t, s→ç",0.358974358974359,False,3.890625,39,35
x und y heben sich gegenseitig weg.,29,6,"+y, s→z, ə→eː, -ə, iː→aɪ, ç→k",0.17647058823529413,False,3.310546875,34,34
Habt ihr schon mal Zander gegessen?,18,8,"aː→a, ɐ→ɾ, aː→a, -t, s→ts, ɐ→ɜ, ə→ɛ, -z",0.3076923076923077,False,2.1796875,26,24
Mit aller Kraft klammerte sie sich an den Pfeiler.,28,7,"ɐ→ɜ, ʁ→ɾ, -m, -ɛ, ɾ→ɜ, -p, ɐ→ə",0.2,False,3.25,35,32
Für Fragen steht das Forum bereit.,17,10,"yː→uː, ɐ→ɾ, ʁ→ɾ, aː→ɑː, e→eː, ɾ→r, u→ʊ, ɾ→r, -ə, iː→aɪ",0.37037037037037035,False,2.419921875,27,26
Im Restaurant kann man vom Boden essen.,21,7,"ʁ→r, o→ɔ, +ɾ, ʁ→ɑ̃, v→f, oː→ɔ, -z",0.25925925925925924,True,2.33984375,27,27
"Es hängt nicht mehr davon ab, dass ein Mensch hinter einem Steuerrad sitzt, um ein Gefährt als Auto zu bezeichnen.",59,23,"eː→ɛ, eː→ɛ, ɐ→ɾ, a→ɑː, ɛ→aɪ, ɪ→n, -ɐ, a→ɜ, e→aɪ, ɔ→aʊ, +j, ɐ→ɜ, ʁ→r, aː→ɑː, -t, s→ts, -ɛ, ɪ→aɪ, s→ts, -t, s→ts, -t, s→ts",0.2839506172839506,False,7.21875,81,77
"Meinen Sie mit Golf den Sport, das Auto oder den Meerbusen?",39,3,"ʁ→ɾ, ɐ→ɜ, ɐ→ɾ",0.07142857142857142,False,4.80859375,42,42
Ihr wollt mich wohl veräppeln.,15,5,"+j, ɐ→ɾ, ɐ→ɛ, +ɾ, l̩→ə",0.2777777777777778,False,1.9404296875,18,20
Vitamin C stärkt das Immunsystem.,24,4,"i→iː, ɪ→iː, uː→ʊ, +y",0.14814814814814814,False,2.939453125,27,28
Mir soll es recht sein.,12,3,"æ→ɾ, eː→ə, ʁ→r",0.2,False,1.3896484375,15,15
Jetzt gibt es Zoff.,11,3,"-t, s→ts, eː→ɛ",0.21428571428571427,False,1.2998046875,14,13
"In welcher Form das in die Lehrpläne eingearbeitet wird, ist dann wieder die Entscheidung der jeweiligen Bundesländer.",72,17,"+l, ɐ→ɜ, e→eː, -a, e→aɪ, -ə, iː→aɪ, ʁ→ɾ, ɐ→ɜ, +k, eː→ɛ, ɐ→ɾ, e→eː, -ə, iː→aɪ, ɛ→ə, ɐ→ɜ",0.19540229885057472,False,7.28125,87,86
"aber auch die Sorgen und die Fragen der jungen Menschen aufzunehmen, damit Europa unser gemeinsames Projekt wird und nicht nur ein Projekt von Politikern und sonstigen Eliten ist.",104,37,"-e, ɾ→ɜ, ʁ→ɾ, +ə, ŋ̩→n, ʁ→ɾ, aː→ɑː, eː→ɛ, ɐ→ɾ, -z, ç→ʃ, -a, o→aʊ, -t, s→ts, uː→ʊ, e→eː, ɔ→aɪ, ʁ→r, a→ɑː, ɐ→ɜ, -ə, ɪ→aɪ, aː→a, l→m, oː→o, ʁ→ɾ, -ɐ, ɛ→ɾ, ɪ→aɪ, oː→ɔ, i→iː, i→ɪ, -ɛ, ɾ→ɜ, e→eː, -t",0.2642857142857143,True,11.6875,140,133
In Ordung. Lass uns Zahl erraten spielen,23,8,"d→t, +n, -t, s→ts, aː→ɑː, +ɾ, ʀ→r, aː→ɑː",0.27586206896551724,False,4.671875,29,30
Justus hatte sich eine komplizierte Fraktur des Oberarms zugezogen.,44,14,"ʊ→u, -t, s→ts, ʁ→ɾ, tʰ→t, +ɾ, ɐ→ə, ə→ɛ, -e, ɾ→ɜ, -t, s→ts, -t, s→ts",0.24561403508771928,False,5.0,57,54
"Okay, das ist ein Argument.",16,4,"o→oː, -ɛ, ɪ→aɪ, ʁ→ɾ",0.2,True,2.080078125,20,19
Was kommt alles in deinen Smoothie?,20,3,"s→ts, oː→uː, tʰ→s",0.13043478260869565,False,2.2109375,23,23
Gestern wurde Edwins Urne in einem Friedwald beigesetzt.,30,17,"ə→ɛ, ʃ→s, ɛ→ə, -ɾ, ʊ→uː, ɪ→iː, ʊ→uː, ʁ→ɾ, -a, e→aɪ, ʁ→ɾ, -ə, iː→aɪ, e→ə, -t, -s, -t",0.3617021276595745,False,3.51953125,47,41
Juristisch ist ein Missbrauch damit ausgeschlossen.,29,10,"ɾ→r, -ɛ, ɪ→aɪ, ʁ→r, -a, o→aʊ, a→ɑː, -a, o→aʊ, -z",0.2564102564102564,False,3.3203125,39,35
Wird Artikel Dreizehn den Einsatz von Upload-Filtern de facto erfordern?,40,19,"ʁ→ɾ, ʁ→ɾ, l̩→ə, ʀ→r, -t, s→ts, -t, s→ts, d→t, -eː, ɐ→ə, -eː, t→k, -s, o→oː, ɛː→ɛ, ɐ→ɾ, -ɛ, ɾ→ɜ",0.3220338983050847,True,6.37109375,59,53
"So etwas kauft man sich nur, um hinterher damit zu prollen.",34,12,"a→aʊ, o→f, f→t, ɐ→ɾ, ɛ→ɜ, ɾ→h, ɐ→eː, +ɾ, -t, s→ts, +ɾ, ʁ→r",0.2727272727272727,False,4.6796875,44,45
Ihre Redezeit ist leider schon abgelaufen.,24,7,"ʁ→r, ʁ→r, aj→aɪ, +t, ɐ→ɜ, -a, o→aʊ",0.23333333333333334,False,2.900390625,30,30
Das vegane Schokoeis schmeckt überraschend gut.,23,10,"ɛ→eː, aː→a, ɔ→oː, kʰ→k, ɔ→oː, -ɛ, ɪ→aɪ, yː→y, ɐ→ɜ, ʀ→r",0.30303030303030304,False,3.669921875,33,32
"Wie sicher ist es wirklich, dass die Sonne morgen wieder aufgehen wird?",41,6,"ɐ→ɜ, -eː, ʁ→ɾ, ʁ→ɾ, ɐ→ɜ, ʁ→ɾ",0.1276595744680851,False,3.6796875,47,46
sei leise,4,3,"z→s, -ɛ, ɪ→aɪ",0.42857142857142855,False,1.08984375,7,6
für wiederkehrende Alarme:,14,7,"yː→uː, ɐ→ɾ, ɛ→ɜ, e→eː, ɾ→r, ɛ→ə, ɑː→a",0.3333333333333333,False,1.7900390625,21,21
Für dreißig Euro kann man echt nicht meckern.,23,8,"yː→y, ɐ→ɾ, ɾ→r, ç→k, ɔ→aʊ, ʁ→r, ɛ→ə, -ɾ",0.25806451612903225,False,3.080078125,31,30
Warte bis die Schranke oben ist!,21,2,"ɾ→r, e→ə",0.08695652173913043,False,2.150390625,23,23
Was unterscheidet ein echtes von einem unechten Lächeln?,34,10,"-ɛ, -ɾ, z→ɜ, ç→ʃ, -a, e→aɪ, -ɛ, ɪ→aɪ, -a, e→aɪ",0.22727272727272727,False,3.69921875,44,39
"Früher tat ich das auch, doch damit habe ich aufgehört.",29,8,"ʁ→ɾ, yː→uː, ɐ→ɜ, a→ɑː, aː→ɑː, -a, o→aʊ, œ→ø",0.21621621621621623,False,3.48046875,37,36
Außerdem enthält es bestimmt total essenzielle Mineralien.,34,14,"eː→ɛ, -m, o→oː, a→ɑː, ɛ→eː, -z, t→ts, s→j, iː→ɛ, -l, ɐ→ɛ, a→r, l→ɑː, iː→l",0.2916666666666667,False,4.41015625,48,45
Dadurch lässt sich ihre Bahn vorausberechnen und sie können abgefangen werden.,43,16,"a→ɑː, ʊ→uː, -ɾ, x→ç, ʁ→r, ɑ→ɑː, oː→ɔ, -ɐ, ɾ→r, -a, o→aʊ, ɾ→r, eː→ɛ, ɐ→ɾ, +ə, n̩→n",0.27586206896551724,False,5.5,58,56
Schläfst du schon?,9,1,ː→uː,0.1,False,1.0,10,10
Was ziehe ich mir zur Vernissage an?,14,14,"-t, s→ts, -æ, t→ɾ, s→ts, ɐ→ɾ, f→v, ɛː→ɛ, ɐ→ɾ, ɪ→iː, -z, ɑ→a, ɡ→ʃ, -ə",0.5,False,2.66015625,28,24
Wahren Sie die Contenance.,12,7,"ɑ→a, ɾ→r, kʰ→k, tʰ→t, a→oː, -ŋ, -ə",0.3684210526315789,False,1.6396484375,19,17
Auch die Ohrmuschel eincremen!,16,3,"ɐ→ɾ, aj→aɪ, ʁ→ɾ",0.15789473684210525,False,1.83984375,19,19
Die Behandlung dauerte ein Jahr und führte zu Nebenwirkungen wie der Vergrößerung der Brustdrüse.,55,20,"aʊ→ɑː, ɐ→ɜ, tʰ→t, -ɛ, ɪ→aɪ, +ɑː, aː→ɾ, j→uː, -t, s→ts, ɛ→ə, eː→ɛ, ɐ→ɾ, øː→ø, ʁ→r, eː→ɛ, ɐ→ɾ, d→t, ɾ→r, yː→uː",0.2702702702702703,False,6.46875,74,73
Ich rufe Sie dann zurück.,10,6,"ɾ→r, e→ə, t→ts, s→uː, uː→r, ɾ→y",0.375,False,1.6103515625,16,16
Sahne und Pudding gehören auf jeden Speiseplan.,28,7,"aː→ɑː, øː→yː, ɾ→r, +ə, n̩→n, aj→aɪ, aː→ɑː",0.20588235294117646,True,3.76953125,34,35
Nächstes Mal werde ich lieber anderthalbfache Geschwindigkeit nehmen.,44,7,"ç→k, aː→ɑː, ɐ→ɜ, ɛ→ɜ, ɾ→t, t→h, -ç",0.13725490196078433,False,4.30859375,51,50
Wenn ich einen See seh brauch ich kein Meer mehr.,24,5,"-a, e→aɪ, ʀ→ɾ, ɐ→ɾ, ɐ→ɾ",0.1724137931034483,False,3.94921875,29,28
Mit so einer Erwartungshaltung kann man nur enttäuscht werden.,32,15,"-a, e→aɪ, -ɛː, ɐ→ɜ, ɐ→ɾ, ʁ→ɾ, tʰ→t, tʰ→t, ɐ→ɾ, -ɔ, ɪ→aʊ, eː→ɛ, ɐ→ɾ, +ə, n̩→n",0.32608695652173914,False,3.849609375,46,44
Jeder trug einen Stapel Bücher vor sich und konnte deshalb nichts sehen.,42,14,"+ɜ, ɐ→ɾ, -a, e→aɪ, aː→ɑː, +ə, l̩→l, yː→uː, +ɜ, ɐ→ɾ, ɐ→ɾ, +h, s→ts, -.",0.2692307692307692,False,4.48046875,52,54
"Nein, ich bin nicht einverstanden!",21,3,"ɐ→ɾ, +ə, n̩→n",0.13043478260869565,False,2.240234375,23,24
"Nein, der Beklagte muss mitnichten ein hohes Schmerzensgeld entrichten.",43,13,"eː→ɛ, ɐ→ɾ, a→ɑː, ɛ→aɪ, ɪ→n, n→h, +s, -t, s→ts, ɛ→ə, ʀ→r, +ə, n̩→n",0.24074074074074073,False,4.7109375,54,55
Frederik hat seinen Raspberry Pi geblitzdingst.,26,11,"ʁ→r, ə→ɪ, ʁ→r, iː→ɪ, ʁ→ɹ, a→ɛ, ɛ→ə, ʁ→ɹ, ɪ→iː, pʰ→p, ɪ→aɪ",0.2972972972972973,False,3.5390625,37,37
Vielmehr sieht der einstige Branchenprimus seine Felle davonschwimmen.,41,10,"v→f, e→eː, eː→ɛ, -ɐ, a→ɾ, e→aɪ, ʃ→s, ʁ→ɾ, ŋ→ʒ, ʁ→ɾ",0.19607843137254902,False,4.51171875,51,50
Ich bin ein Meister meines Faches.,19,5,"-ɛ, ɪ→aɪ, -ə, ɪ→aɪ, ɐ→ɜ",0.20833333333333334,False,2.130859375,24,22
Höchstens ein Supercomputer wäre dazu in der Lage.,23,18,"øː→yː, +k, ç→s, -ɛ, ɪ→aɪ, pʰ→p, ɐ→ɜ, +k, tʰ→t, ɐ→ə, ɛː→ɛ, ʀ→r, -t, s→ts, u→uː, eː→ɛ, ɐ→ɾ, aː→ɑː",0.46153846153846156,False,3.8203125,39,39
Ist mir gar nicht aufgefallen.,18,6,"æ→ɾ, aː→ɑː, ɐ→ɾ, -a, o→aʊ, -l",0.25,False,1.8896484375,24,22
"Die Sanitäter gehen nicht hinein, bevor der Brand gelöscht ist.",35,11,"ɑ→a, i→iː, ɛː→ɛ, ɐ→ə, -a, e→aɪ, ɐ→ɾ, eː→ɛ, ɐ→ɾ, ʀ→r, œ→ə",0.2391304347826087,True,3.8203125,46,45
"Weitere Modelle von Simson sind zum Beispiel die Schwalbe, der Sperber oder der Habicht.",51,14,"-ə, iː→aɪ, ɐ→ə, +r, o→ʊ, oː→ɔ, -t, s→ts, eː→ɛ, ɐ→ɾ, ɐ→ə, ɐ→ɜ, eː→ɛ, ɐ→ɾ",0.21875,False,6.328125,64,63
Man möchte seinen Kindern nicht zur Last fallen.,28,10,"œ→ɛ, -., tʰ→t, -ɛ, ɾ→ɜ, -t, s→ts, ɐ→ɾ, +ə, n̩→n",0.2702702702702703,False,3.2109375,37,35
Die Aufzählung erhebt keinen Anspruch auf Vollständigkeit.,33,13,"t→ts, -s, ɛː→ɛ, +ɛ, ɛː→ɾ, ɐ→ɾ, ɛ→eː, v→f, -l, s→ʃ, -k, -ə, iː→aɪ",0.28888888888888886,False,4.58984375,45,42
Neugierig beäugt der Schimpanse das neue Spielzeug.,27,12,"ɔ→oː, ʁ→r, ç→ɡ, -ɔ, ø→aʊ, eː→ɛ, ɐ→ɾ, ɔ→aʊ, +j, -t, s→ts, ɔ→aʊ",0.3157894736842105,False,3.330078125,38,37
Die Chorleiterin hat nicht nachgegeben.,22,8,"kʰ→k, ɐ→ɾ, aj→aɪ, tʰ→t, ʁ→r, +t, a→ɑː, ə→eː",0.27586206896551724,False,2.849609375,29,30
Für ihre klaren Worte heimste sie bei ihren Mitstreitern viel Lob ein.,37,14,"ɐ→ɾ, ʁ→r, a→ɑː, ɽ→r, -a, e→aɪ, i→iː, ɾ→r, ʁ→ɾ, aj→aɪ, tʰ→t, ɐ→ɜ, -ɛ, ɪ→aɪ",0.27450980392156865,False,4.6484375,51,49
"Sie haben ein Auge verloren, aber Sie haben ja noch ein zweites!",31,17,"aː→ɑː, -ɛ, ɪ→aɪ, ɛː→ɛ, ɐ→ɾ, ɾ→r, -e, ɾ→ɜ, aː→ɑː, +j, ː→ɑː, -ɛ, ɪ→aɪ, -t, s→ts, -ə, iː→aɪ",0.3617021276595745,False,3.98046875,47,43
erwachsenen,8,4,"ɛː→ɛ, ɐ→ɾ, +n, +d",0.4,False,0.93017578125,10,12
Beim nächsten Meeting werde ich das anprangern.,28,6,"ç→k, eː→iː, tʰ→t, ʁ→ɾ, ŋ→n, -ʁ",0.17647058823529413,True,3.6796875,34,33
"Norman stellte sich breitbeinig hin, um einen sicheren Stand zu haben.",41,14,"ɐ→ɾ, a→ə, -l, ʁ→r, aj→aɪ, aj→aɪ, ç→ɡ, -a, e→aɪ, ɐ→ə, +r, -t, s→ts, aː→ɑː",0.25925925925925924,False,4.48046875,54,52
Laut Sendungsverfolgung liegt das Paket noch in Neustrelitz.,40,6,"ɐ→ɾ, +t, ɔ→aʊ, s→ʃ, ʁ→ɾ, ɛ→eː",0.13333333333333333,False,4.3515625,45,46
"Der Neuling kommt in glänzender, königsblauer Lackierung daher.",31,17,"eː→ɛ, ɐ→ɾ, -ɔ, ɪ→aʊ, -t, s→ts, ɛ→ə, ɐ→ɜ, cʰ→k, øː→ø, ç→k, ɐ→ɜ, ɐ→r, +k, aː→ɑː, eː→ɛ, ɐ→ɾ",0.3617021276595745,True,4.23828125,47,46
Wieso dauert das mit dem Löschflugzeug so lange?,30,3,"ɐ→ɜ, œ→ɛ, ɔ→aʊ",0.09090909090909091,False,2.900390625,33,33
Unsere bisherigen Betrachtungen waren stationär.,28,13,"ɐ→ə, +r, +h, ɐ→eː, +r, aː→ɑː, +r, ɐ→ə, ɑː→a, t→ts, s→j, o→oː, ɛ→eː",0.35135135135135137,False,3.5703125,37,41
Cool bleiben lautet die Devise.,19,4,"+k, -a, o→aʊ, i→iː",0.18181818181818182,True,2.509765625,22,22
Wie groß ist der Anteil an Ackerfläche?,22,6,"ɾ→r, eː→ɛ, ɐ→ɾ, -ɛ, ɾ→ɜ, ç→ʃ",0.21428571428571427,False,2.830078125,28,27
Die Anzeichen für einen Infarkt sind je nach Geschlecht unterschiedlich.,36,16,"t→ts, -s, +ə, n̩→n, -ɐ, a→ɾ, e→aɪ, ɪ→ɛ, f→t, a→f, ɾ→ɑː, +j, ː→eː, aː→a, +ɜ, ɐ→ɾ",0.32653061224489793,False,4.671875,49,50
"Bei der Berufsausbildung haben wir im Rahmen des Ausbildungspaktes gestiegenen Wert darauf gelegt, dass auch Menschen mit Behinderungen an der Berufsausbildung teilnehmen können.",107,35,"-b, eː→ɛ, ɐ→ɾ, ɾ→r, ʊ→uː, z→s, -a, o→aʊ, +k, aː→ɑː, ɐ→ɾ, ʁ→r, aː→ɑː, ə→ɛ, +eː, ɾ→r, -a, o→aʊ, ɛ→eː, -z, ç→ʃ, ɐ→ə, +r, eː→ɛ, ɐ→ɾ, ɾ→r, ʊ→uː, z→s, -a, o→aʊ, t→k, a→t, e→aɪ, e→eː, œ→ə",0.2517985611510791,False,11.1875,139,137
In zehn Jahren wird niemand mehr über dieses Internet sprechen!,31,17,"-t, s→ts, ɑ→ɑː, ɾ→r, ʁ→ɾ, ɐ→ɾ, yː→y, ɐ→ɜ, i→iː, -ə, s→z, ɐ→ɛ, +ɾ, n→l, ʁ→ɾ, +ə, n̩→n",0.3695652173913043,True,3.98046875,46,46
Ich sage kein Sterbenswörtchen.,21,3,"aː→ɑː, ʁ→ɾ, ʁ→ɾ",0.125,False,2.0703125,24,24
Dafür kannst du auch Blumendraht oder sowas nehmen.,28,8,"a→ɑː, yː→uː, ʁ→ɾ, ː→uː, d→t, ʁ→r, aː→ɑː, ɐ→ɜ",0.2222222222222222,False,3.66015625,36,36
"Einerseits ist die Situation vorerst bereinigt, andererseits bleibt die Möglichkeit des Gegenangriffs aus.",52,36,"-a, e→aɪ, -ɛː, ɐ→ɜ, -a, e→aɪ, t→ts, tʰ→iː, ʊ→t, a→uː, t→w, +a, s→ts, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, ʃ→s, ɾ→r, -a, e→aɪ, eː→ə, ɾ→r, -ɛ, ɾ→ɜ, -a, -e, t→aɪ, -a, e→aɪ, øː→ø, ə→ɛ, ə→eː, ŋ→n, ɾ→ɡ, ɪ→r, f→ɪ",0.41379310344827586,False,6.890625,87,80
Eine Spinne war in den Rauchmelder gekrochen und hatte den Fehlalarm ausgelöst.,51,9,"-n, aː→ɑː, ɐ→ɾ, ʁ→r, ɐ→ɾ, ʁ→ɾ, -a, o→aʊ, œ→yː",0.15,False,4.828125,60,58
"Die, ähm, das Kapitel zwölf ist ja eine Hausaufgabe.",27,10,"eː→ɛ, ɪ→iː, l̩→ə, t→l, s→ts, œ→ə, +j, +ɑː, ː→ɾ, aː→ɑː",0.2857142857142857,False,5.03125,35,37
"Immer wieder verunglücken Touristen, weil sie die polsternde Wirkung von Heuballen überschätzen.",55,15,"ɐ→ɜ, ɐ→ɜ, ɛː→ɛ, ɐ→ɾ, +y, n→ŋ, -o, ɐ→r, ɛ→ə, -ɾ, yː→y, -ə, ʁ→ɜ, -t, s→ts",0.21739130434782608,False,5.890625,69,66
Der Ring ist eine Droge.,13,4,"eː→ɛ, ɐ→ɾ, ʀ→r, -ɾ",0.23529411764705882,True,1.900390625,17,16
Diese Fanpost ist nicht so berauschend.,21,10,"i→iː, -ə, s→z, a→ɛ, +ɾ, pʰ→p, ɾ→r, -a, o→aʊ, ɛ→ə",0.3333333333333333,False,2.58984375,30,29
"Wer zuletzt lacht, hat es als Letzter begriffen.",27,11,"-ɐ, t→ɾ, s→ts, t→s, s→t, eː→ɛ, t→s, s→t, t→ɜ, ɐ→ɾ, -f",0.2894736842105263,False,3.189453125,38,36
"Wieso dauert es schon wieder so lange, bis die Bude warm wird?",35,5,"ɐ→ɜ, eː→ɛ, ɐ→ɜ, ʁ→ɾ, ʁ→ɾ",0.125,False,3.939453125,40,40
Die größte Wüste der Welt ist die Eiswüste Antarktis.,33,8,"œ→ø, +uː, eː→ɛ, ɐ→ɾ, aj→aɪ, yː→uː, -ɾ, i→ə",0.2,False,4.390625,40,40
dunkles Schiefergrau,12,2,"ɐ→ə, ʁ→r",0.14285714285714285,False,2.48046875,14,14
Die Ausbreitung der Seuche allein sorgte für genug Gesprächsstoff.,36,14,"-d, -a, o→aʊ, ʁ→r, -ə, iː→aɪ, eː→ɛ, ɐ→ɾ, ɔ→oː, ɐ→ɾ, -ç, z→s, s→ʃ, -f",0.28,False,4.5,50,45
"Ja, das Lied habe ich auch schon lange nicht mehr gehört. Schön!",31,8,"+j, ː→ɑː, aː→ɑː, eː→ɛ, ɐ→ɾ, øː→œ, ɐ→ɾ, øː→ø",0.21052631578947367,False,3.849609375,38,39
Jetzt haben wir wieder so Schnulzen in unserem Repertoir.,30,17,"-t, aː→a, ɐ→ɾ, ɐ→ɛ, +ɾ, -t, s→ts, ɐ→ə, +r, ʁ→r, pʰ→p, +ɾ, ʁ→t, tʰ→w, ɔ→a, +ɑː, ɐ→ɾ",0.3953488372093023,False,3.890625,43,45
Letzte Woche hast du intensiv am Wiki mitgearbeitet.,35,7,"+t, ː→uː, ɪ→iː, cʰ→k, ɪ→iː, -ə, iː→aɪ",0.17073170731707318,False,3.390625,41,41
